,Listas
64561,1
64562,1
64563,1
64564,1
64565,1
64566,0
64567,1
64568,1
64569,1
64570,1
64571,1
64572,0
64573,1
64574,1
64575,0
64576,1
64577,1
64578,1
64579,0
64580,0
64581,1
64582,0
64583,1
64584,1
64585,0
64586,1
64587,1
64588,0
64589,0
64590,1
64591,1
64592,1
64593,1
64594,1
64595,0
64596,0
64597,1
64598,1
64599,1
64600,0
64601,1
64602,0
64603,1
64604,0
64605,1
64606,1
64607,1
64608,1
64609,1
64610,1
64611,1
64612,1
64613,0
64614,1
64615,1
64616,1
64617,1
64618,1
64619,0
64620,1
64621,1
64622,1
64623,0
64624,1
64625,1
64626,0
64627,0
64628,1
64629,1
64630,1
64631,1
64632,1
64633,1
64634,1
64635,0
64636,1
64637,1
64638,1
64639,1
64640,1
64641,1
64642,0
64643,1
64644,1
64645,1
64646,1
64647,1
64648,1
64649,0
64650,0
64651,1
64652,1
64653,0
64654,0
64655,0
64656,1
64657,0
64658,0
64659,1
64660,1
64661,0
64662,0
64663,1
64664,0
64665,0
64666,1
64667,0
64668,1
64669,1
64670,1
64671,0
64672,1
64673,0
64674,1
64675,1
64676,0
64677,1
64678,1
64679,1
64680,1
64681,0
64682,0
64683,0
64684,0
64685,1
64686,0
64687,1
64688,1
64689,1
64690,0
64691,0
64692,1
64693,0
64694,1
64695,1
64696,1
64697,0
64698,1
64699,1
64700,0
64701,1
64702,0
64703,1
64704,0
64705,1
64706,1
64707,0
64708,0
64709,1
64710,1
64711,1
64712,0
64713,0
64714,1
64715,1
64716,1
64717,1
64718,1
64719,1
64720,0
64721,1
64722,0
64723,1
64724,1
64725,0
64726,1
64727,1
64728,0
64729,1
64730,0
64731,0
64732,1
64733,1
64734,0
64735,1
64736,1
64737,1
64738,1
64739,1
64740,1
64741,1
64742,0
64743,1
64744,1
64745,1
64746,0
64747,1
64748,0
64749,0
64750,1
64751,0
64752,1
64753,0
64754,0
64755,1
64756,1
64757,1
64758,1
64759,1
64760,1
64761,1
64762,0
64763,1
64764,0
64765,0
64766,1
64767,1
64768,1
64769,1
64770,0
64771,1
64772,0
64773,1
64774,1
64775,0
64776,1
64777,1
64778,1
64779,1
64780,0
64781,1
64782,1
64783,1
64784,1
64785,1
64786,1
64787,0
64788,1
64789,1
64790,1
64791,1
64792,1
64793,0
64794,1
64795,1
64796,0
64797,0
64798,0
64799,1
64800,0
64801,1
64802,1
64803,0
64804,1
64805,1
64806,1
64807,1
64808,1
64809,1
64810,1
64811,1
64812,0
64813,1
64814,1
64815,1
64816,1
64817,0
64818,0
64819,1
64820,1
64821,1
64822,0
64823,1
64824,1
64825,0
64826,1
64827,0
64828,1
64829,1
64830,1
64831,0
64832,1
64833,1
64834,1
64835,0
64836,1
64837,0
64838,1
64839,0
64840,1
64841,0
64842,1
64843,0
64844,1
64845,1
64846,1
64847,1
64848,1
64849,1
64850,0
64851,1
64852,1
64853,1
64854,0
64855,1
64856,1
64857,0
64858,1
64859,0
64860,1
64861,1
64862,0
64863,0
64864,1
64865,1
64866,1
64867,0
64868,1
64869,1
64870,1
64871,0
64872,0
64873,1
64874,1
64875,0
64876,1
64877,1
64878,1
64879,0
64880,1
64881,0
64882,0
64883,0
64884,0
64885,0
64886,1
64887,1
64888,0
64889,1
64890,1
64891,1
64892,0
64893,0
64894,0
64895,0
64896,1
64897,1
64898,0
64899,1
64900,0
64901,0
64902,1
64903,1
64904,1
64905,1
64906,0
64907,0
64908,1
64909,0
64910,1
64911,1
64912,0
64913,1
64914,1
64915,0
64916,1
64917,1
64918,1
64919,0
64920,1
64921,1
64922,0
64923,1
64924,1
64925,1
64926,1
64927,1
64928,1
64929,1
64930,1
64931,0
64932,1
64933,0
64934,1
64935,0
64936,1
64937,1
64938,0
64939,1
64940,0
64941,0
64942,1
64943,1
64944,0
64945,0
64946,1
64947,0
64948,1
64949,0
64950,1
64951,1
64952,1
64953,0
64954,0
64955,1
64956,0
64957,1
64958,1
64959,0
64960,0
64961,1
64962,1
64963,1
64964,1
64965,1
64966,1
64967,1
64968,1
64969,1
64970,0
64971,1
64972,1
64973,0
64974,1
64975,1
64976,1
64977,0
64978,0
64979,1
64980,0
64981,1
64982,0
64983,1
64984,0
64985,1
64986,1
64987,0
64988,1
64989,1
64990,1
64991,0
64992,0
64993,1
64994,1
64995,1
64996,0
64997,0
64998,0
64999,1
65000,1
65001,1
65002,1
65003,1
65004,0
65005,0
65006,0
65007,1
65008,1
65009,0
65010,1
65011,1
65012,1
65013,1
65014,0
65015,1
65016,0
65017,1
65018,0
65019,0
65020,1
65021,0
65022,0
65023,1
65024,1
65025,1
65026,1
65027,1
65028,1
65029,1
65030,0
65031,1
65032,1
65033,1
65034,1
65035,1
65036,0
65037,1
65038,0
65039,1
65040,0
65041,1
65042,1
65043,1
65044,1
65045,0
65046,1
65047,1
65048,1
65049,1
65050,1
65051,0
65052,1
65053,1
65054,0
65055,0
65056,0
65057,0
65058,1
65059,1
65060,1
65061,0
65062,1
65063,0
65064,1
65065,0
65066,0
65067,1
65068,1
65069,1
65070,1
65071,0
65072,1
65073,1
65074,0
65075,1
65076,1
65077,1
65078,1
65079,0
65080,0
65081,1
65082,0
65083,1
65084,0
65085,1
65086,0
65087,1
65088,1
65089,1
65090,1
65091,0
65092,1
65093,1
65094,1
65095,1
65096,1
65097,0
65098,1
65099,0
65100,1
65101,1
65102,0
65103,1
65104,1
65105,0
65106,1
65107,0
65108,0
65109,1
65110,1
65111,1
65112,0
65113,0
65114,1
65115,1
65116,0
65117,1
65118,0
65119,1
65120,1
65121,1
65122,1
65123,1
65124,1
65125,0
65126,1
65127,0
65128,1
65129,1
65130,1
65131,1
65132,0
65133,1
65134,0
65135,1
65136,1
65137,0
65138,0
65139,0
65140,0
65141,1
65142,0
65143,1
65144,1
65145,1
65146,0
65147,1
65148,0
65149,1
65150,0
65151,0
65152,0
65153,0
65154,1
65155,1
65156,0
65157,0
65158,1
65159,1
65160,1
65161,0
65162,1
65163,1
65164,0
65165,0
65166,1
65167,0
65168,0
65169,1
65170,0
65171,1
65172,1
65173,1
65174,1
65175,0
65176,1
65177,0
65178,0
65179,1
65180,1
65181,1
65182,1
65183,1
65184,1
65185,1
65186,0
65187,0
65188,1
65189,0
65190,1
65191,0
65192,1
65193,1
65194,0
65195,0
65196,0
65197,1
65198,1
65199,1
65200,0
65201,1
65202,1
65203,1
65204,1
65205,0
65206,1
65207,0
65208,1
65209,1
65210,1
65211,1
65212,1
65213,1
65214,0
65215,1
65216,1
65217,1
65218,0
65219,1
65220,1
65221,0
65222,1
65223,1
65224,1
65225,1
65226,1
65227,1
65228,1
65229,0
65230,1
65231,1
65232,0
65233,1
65234,1
65235,1
65236,1
65237,0
65238,1
65239,1
65240,1
65241,1
65242,1
65243,1
65244,1
65245,1
65246,1
65247,1
65248,0
65249,0
65250,0
65251,1
65252,0
65253,1
65254,0
65255,1
65256,1
65257,1
65258,1
65259,1
65260,0
65261,1
65262,1
65263,1
65264,0
65265,0
65266,0
65267,1
65268,1
65269,0
65270,1
65271,1
65272,0
65273,1
65274,1
65275,1
65276,0
65277,1
65278,0
65279,0
65280,1
65281,0
65282,0
65283,1
65284,1
65285,1
65286,1
65287,1
65288,1
65289,1
65290,1
65291,1
65292,0
65293,1
65294,0
65295,1
65296,0
65297,1
65298,1
65299,1
65300,0
65301,1
65302,1
65303,1
65304,1
65305,1
65306,1
65307,1
65308,1
65309,1
65310,0
65311,0
65312,1
65313,1
65314,0
65315,0
65316,1
65317,1
65318,0
65319,1
65320,1
65321,1
65322,0
65323,0
65324,1
65325,1
65326,0
65327,1
65328,1
65329,1
65330,0
65331,1
65332,1
65333,1
65334,1
65335,0
65336,0
65337,1
65338,1
65339,1
65340,1
65341,1
65342,1
65343,0
65344,1
65345,1
65346,1
65347,1
65348,0
65349,0
65350,1
65351,1
65352,0
65353,1
65354,1
65355,1
65356,1
65357,1
65358,1
65359,0
65360,1
65361,1
65362,1
65363,1
65364,1
65365,0
65366,1
65367,0
65368,1
65369,1
65370,1
65371,1
65372,1
65373,0
65374,1
65375,1
65376,0
65377,0
65378,0
65379,1
65380,1
65381,1
65382,1
65383,0
65384,1
65385,1
65386,0
65387,1
65388,1
65389,1
65390,1
65391,1
65392,0
65393,1
65394,0
65395,0
65396,1
65397,1
65398,1
65399,0
65400,0
65401,0
65402,1
65403,0
65404,0
65405,1
65406,0
65407,1
65408,1
65409,1
65410,1
65411,1
65412,0
65413,1
65414,1
65415,1
65416,1
65417,1
65418,1
65419,0
65420,0
65421,0
65422,1
65423,1
65424,1
65425,1
65426,1
65427,1
65428,0
65429,0
65430,1
65431,0
65432,0
65433,1
65434,1
65435,1
65436,0
65437,1
65438,0
65439,1
65440,0
65441,1
65442,1
65443,1
65444,1
65445,0
65446,1
65447,1
65448,0
65449,1
65450,0
65451,1
65452,1
65453,1
65454,0
65455,1
65456,0
65457,1
65458,0
65459,1
65460,1
65461,0
65462,1
65463,0
65464,1
65465,0
65466,0
65467,1
65468,0
65469,1
65470,0
65471,0
65472,1
65473,1
65474,0
65475,1
65476,1
65477,1
65478,0
65479,1
65480,1
65481,1
65482,1
65483,0
65484,1
65485,0
65486,0
65487,0
65488,1
65489,1
65490,0
65491,1
65492,1
65493,0
65494,1
65495,0
65496,1
65497,1
65498,1
65499,0
65500,0
65501,1
65502,1
65503,1
65504,0
65505,1
65506,0
65507,1
65508,1
65509,1
65510,1
65511,1
65512,1
65513,1
65514,1
65515,1
65516,1
65517,0
65518,0
65519,0
65520,1
65521,1
65522,1
65523,0
65524,1
65525,1
65526,1
65527,1
65528,1
65529,1
65530,1
65531,0
65532,0
65533,0
65534,0
65535,1
65536,0
65537,1
65538,1
65539,1
65540,1
65541,1
65542,0
65543,0
65544,1
65545,1
65546,1
65547,1
65548,1
65549,1
65550,0
65551,1
65552,1
65553,0
65554,1
65555,0
65556,1
65557,1
65558,1
65559,0
65560,1
65561,0
65562,1
65563,1
65564,1
65565,1
65566,1
65567,0
65568,1
65569,1
65570,0
65571,0
65572,0
65573,0
65574,1
65575,1
65576,0
65577,0
65578,1
65579,1
65580,1
65581,1
65582,0
65583,1
65584,0
65585,1
65586,1
65587,1
65588,1
65589,1
65590,1
65591,1
65592,1
65593,0
65594,0
65595,0
65596,1
65597,1
65598,1
65599,1
65600,1
65601,1
65602,1
65603,1
65604,1
65605,1
65606,1
65607,0
65608,0
65609,1
65610,1
65611,1
65612,1
65613,1
65614,0
65615,0
65616,1
65617,1
65618,0
65619,1
65620,1
65621,1
65622,1
65623,0
65624,0
65625,1
65626,1
65627,0
65628,1
65629,1
65630,0
65631,0
65632,1
65633,1
65634,1
65635,1
65636,0
65637,0
65638,1
65639,1
65640,0
65641,1
65642,1
65643,1
65644,1
65645,1
65646,1
65647,0
65648,0
65649,1
65650,0
65651,0
65652,1
65653,1
65654,1
65655,0
65656,1
65657,1
65658,0
65659,1
65660,1
65661,1
65662,1
65663,1
65664,1
65665,0
65666,1
65667,1
65668,1
65669,1
65670,0
65671,0
65672,1
65673,0
65674,0
65675,1
65676,1
65677,0
65678,1
65679,1
65680,1
65681,0
65682,1
65683,1
65684,1
65685,0
65686,1
65687,0
65688,1
65689,1
65690,1
65691,0
65692,1
65693,0
65694,1
65695,1
65696,1
65697,1
65698,1
65699,0
65700,0
65701,0
65702,1
65703,0
65704,1
65705,0
65706,1
65707,1
65708,1
65709,1
65710,1
65711,1
65712,0
65713,0
65714,1
65715,1
65716,0
65717,0
65718,1
65719,1
65720,1
65721,1
65722,1
65723,0
65724,1
65725,0
65726,0
65727,1
65728,1
65729,1
65730,0
65731,1
65732,1
65733,1
65734,0
65735,0
65736,1
65737,1
65738,1
65739,1
65740,1
65741,1
65742,1
65743,1
65744,1
65745,0
65746,0
65747,1
65748,1
65749,1
65750,0
65751,0
65752,0
65753,1
65754,1
65755,1
65756,1
65757,1
65758,1
65759,1
65760,1
65761,1
65762,1
65763,1
65764,1
65765,1
65766,1
65767,1
65768,1
65769,1
65770,1
65771,1
65772,1
65773,1
65774,1
65775,1
65776,1
65777,1
65778,1
65779,1
65780,1
65781,1
65782,0
65783,1
65784,0
65785,0
65786,1
65787,0
65788,0
65789,1
65790,1
65791,1
65792,1
65793,0
65794,1
65795,0
65796,1
65797,1
65798,1
65799,0
65800,0
65801,1
65802,1
65803,1
65804,1
65805,1
65806,1
65807,1
65808,1
65809,0
65810,0
65811,0
65812,0
65813,1
65814,1
65815,0
65816,0
65817,1
65818,1
65819,0
65820,1
65821,0
65822,1
65823,0
65824,0
65825,1
65826,1
65827,1
65828,1
65829,1
65830,0
65831,1
65832,1
65833,1
65834,1
65835,1
65836,0
65837,1
65838,0
65839,1
65840,1
65841,1
65842,0
65843,1
65844,1
65845,1
65846,1
65847,1
65848,1
65849,1
65850,1
65851,0
65852,0
65853,1
65854,0
65855,0
65856,1
65857,1
65858,0
65859,0
65860,1
65861,1
65862,1
65863,0
65864,1
65865,0
65866,0
65867,0
65868,0
65869,1
65870,0
65871,1
65872,1
65873,1
65874,1
65875,1
65876,0
65877,1
65878,1
65879,1
65880,1
65881,1
65882,1
65883,0
65884,1
65885,1
65886,0
65887,0
65888,1
65889,1
65890,1
65891,0
65892,0
65893,1
65894,0
65895,0
65896,0
65897,0
65898,0
65899,1
65900,0
65901,1
65902,1
65903,1
65904,0
65905,1
65906,1
65907,1
65908,1
65909,1
65910,0
65911,1
65912,1
65913,1
65914,0
65915,1
65916,0
65917,0
65918,1
65919,1
65920,1
65921,1
65922,1
65923,1
65924,1
65925,0
65926,1
65927,1
65928,1
65929,1
65930,0
65931,1
65932,1
65933,0
65934,0
65935,1
65936,0
65937,0
65938,0
65939,1
65940,0
65941,0
65942,1
65943,1
65944,1
65945,0
65946,0
65947,1
65948,0
65949,1
65950,0
65951,1
65952,1
65953,1
65954,0
65955,1
65956,1
65957,0
65958,1
65959,1
65960,1
65961,1
65962,1
65963,1
65964,1
65965,1
65966,1
65967,1
65968,1
65969,1
65970,1
65971,1
65972,0
65973,1
65974,1
65975,1
65976,1
65977,1
65978,1
65979,0
65980,0
65981,1
65982,0
65983,1
65984,1
65985,1
65986,1
65987,0
65988,0
65989,1
65990,1
65991,0
65992,0
65993,1
65994,0
65995,1
65996,0
65997,1
65998,1
65999,0
66000,1
66001,1
66002,1
66003,1
66004,0
66005,1
66006,1
66007,0
66008,1
66009,1
66010,1
66011,1
66012,0
66013,1
66014,1
66015,1
66016,0
66017,0
66018,1
66019,1
66020,1
66021,0
66022,0
66023,0
66024,1
66025,1
66026,0
66027,1
66028,1
66029,1
66030,1
66031,1
66032,1
66033,0
66034,1
66035,1
66036,1
66037,0
66038,1
66039,0
66040,1
66041,1
66042,1
66043,1
66044,1
66045,0
66046,1
66047,1
66048,1
66049,1
66050,1
66051,1
66052,0
66053,1
66054,1
66055,1
66056,0
66057,0
66058,1
66059,1
66060,0
66061,0
66062,1
66063,1
66064,1
66065,1
66066,1
66067,1
66068,1
66069,0
66070,1
66071,0
66072,1
66073,1
66074,0
66075,1
66076,1
66077,0
66078,0
66079,0
66080,1
66081,1
66082,1
66083,1
66084,0
66085,1
66086,1
66087,0
66088,1
66089,1
66090,0
66091,0
66092,1
66093,0
66094,0
66095,1
66096,0
66097,1
66098,1
66099,1
66100,1
66101,0
66102,0
66103,1
66104,1
66105,1
66106,1
66107,1
66108,1
66109,0
66110,1
66111,1
66112,1
66113,0
66114,1
66115,1
66116,1
66117,0
66118,1
66119,1
66120,1
66121,1
66122,1
66123,1
66124,1
66125,0
66126,0
66127,1
66128,0
66129,0
66130,1
66131,1
66132,1
66133,0
66134,0
66135,1
66136,1
66137,1
66138,1
66139,1
66140,0
66141,1
66142,1
66143,1
66144,0
66145,1
66146,1
66147,1
66148,0
66149,1
66150,1
66151,1
66152,1
66153,1
66154,1
66155,0
66156,1
66157,1
66158,0
66159,1
66160,1
66161,1
66162,0
66163,1
66164,1
66165,1
66166,1
66167,1
66168,1
66169,0
66170,0
66171,1
66172,0
66173,0
66174,1
66175,1
66176,1
66177,1
66178,1
66179,1
66180,1
66181,1
66182,1
66183,1
66184,1
66185,0
66186,1
66187,0
66188,1
66189,0
66190,1
66191,1
66192,1
66193,0
66194,1
66195,0
66196,1
66197,1
66198,0
66199,1
66200,1
66201,0
66202,0
66203,0
66204,1
66205,0
66206,0
66207,0
66208,1
66209,1
66210,0
66211,1
66212,1
66213,1
66214,1
66215,1
66216,1
66217,1
66218,1
66219,0
66220,1
66221,1
66222,1
66223,1
66224,1
66225,1
66226,1
66227,0
66228,1
66229,1
66230,1
66231,0
66232,1
66233,1
66234,1
66235,1
66236,0
66237,0
66238,1
66239,0
66240,1
66241,1
66242,1
66243,1
66244,0
66245,0
66246,0
66247,0
66248,1
66249,1
66250,1
66251,0
66252,0
66253,1
66254,0
66255,0
66256,1
66257,1
66258,1
66259,1
66260,1
66261,0
66262,1
66263,1
66264,1
66265,1
66266,1
66267,0
66268,1
66269,1
66270,0
66271,1
66272,1
66273,0
66274,1
66275,0
66276,1
66277,1
66278,1
66279,0
66280,0
66281,1
66282,0
66283,1
66284,1
66285,0
66286,1
66287,1
66288,1
66289,1
66290,1
66291,1
66292,0
66293,0
66294,1
66295,1
66296,1
66297,1
66298,1
66299,1
66300,0
66301,0
66302,1
66303,1
66304,1
66305,0
66306,1
66307,0
66308,1
66309,0
66310,0
66311,1
66312,1
66313,0
66314,0
66315,1
66316,0
66317,1
66318,0
66319,1
66320,1
66321,1
66322,1
66323,1
66324,1
66325,0
66326,1
66327,1
66328,1
66329,1
66330,1
66331,0
66332,1
66333,1
66334,1
66335,1
66336,1
66337,1
66338,1
66339,1
66340,0
66341,1
66342,1
66343,1
66344,1
66345,1
66346,0
66347,1
66348,1
66349,1
66350,1
66351,1
66352,1
66353,1
66354,1
66355,0
66356,1
66357,1
66358,0
66359,1
66360,1
66361,0
66362,1
66363,0
66364,0
66365,1
66366,1
66367,0
66368,0
66369,0
66370,1
66371,1
66372,1
66373,1
66374,0
66375,1
66376,1
66377,0
66378,1
66379,0
66380,1
66381,1
66382,0
66383,1
66384,1
66385,0
66386,1
66387,1
66388,0
66389,1
66390,1
66391,1
66392,1
66393,1
66394,1
66395,1
66396,1
66397,1
66398,0
66399,1
66400,0
66401,0
66402,1
66403,1
66404,0
66405,0
66406,1
66407,1
66408,1
66409,1
66410,1
66411,1
66412,1
66413,1
66414,1
66415,0
66416,0
66417,1
66418,0
66419,0
66420,0
66421,1
66422,1
66423,0
66424,1
66425,1
66426,1
66427,0
66428,1
66429,0
66430,0
66431,0
66432,1
66433,1
66434,0
66435,1
66436,1
66437,1
66438,0
66439,0
66440,1
66441,1
66442,0
66443,1
66444,0
66445,0
66446,0
66447,1
66448,0
66449,1
66450,1
66451,1
66452,1
66453,1
66454,0
66455,0
66456,1
66457,1
66458,1
66459,1
66460,1
66461,1
66462,1
66463,1
66464,1
66465,1
66466,1
66467,0
66468,1
66469,1
66470,0
66471,0
66472,1
66473,1
66474,1
66475,1
66476,1
66477,1
66478,0
66479,0
66480,1
66481,1
66482,1
66483,1
66484,1
66485,1
66486,1
66487,1
66488,0
66489,1
66490,0
66491,0
66492,0
66493,0
66494,1
66495,1
66496,1
66497,1
66498,1
66499,0
66500,1
66501,1
66502,1
66503,1
66504,0
66505,0
66506,1
66507,1
66508,0
66509,1
66510,1
66511,1
66512,1
66513,1
66514,1
66515,0
66516,1
66517,0
66518,1
66519,0
66520,1
66521,1
66522,1
66523,1
66524,1
66525,1
66526,1
66527,1
66528,1
66529,0
66530,1
66531,1
66532,0
66533,0
66534,1
66535,1
66536,1
66537,1
66538,1
66539,1
66540,0
66541,1
66542,1
66543,0
66544,1
66545,1
66546,1
66547,1
66548,1
66549,0
66550,1
66551,1
66552,1
66553,0
66554,0
66555,1
66556,1
66557,1
66558,0
66559,1
66560,0
66561,0
66562,0
66563,1
66564,0
66565,1
66566,1
66567,1
66568,1
66569,1
66570,0
66571,1
66572,1
66573,1
66574,0
66575,1
66576,1
66577,0
66578,1
66579,1
66580,1
66581,1
66582,1
66583,1
66584,0
66585,1
66586,1
66587,0
66588,1
66589,1
66590,1
66591,1
66592,0
66593,0
66594,1
66595,1
66596,1
66597,1
66598,0
66599,1
66600,1
66601,1
66602,1
66603,1
66604,1
66605,0
66606,1
66607,1
66608,0
66609,0
66610,1
66611,1
66612,0
66613,0
66614,0
66615,0
66616,1
66617,1
66618,0
66619,1
66620,1
66621,0
66622,1
66623,0
66624,1
66625,1
66626,1
66627,1
66628,1
66629,1
66630,1
66631,1
66632,1
66633,0
66634,1
66635,1
66636,1
66637,1
66638,0
66639,1
66640,1
66641,1
66642,0
66643,1
66644,1
66645,1
66646,1
66647,1
66648,1
66649,0
66650,1
66651,0
66652,1
66653,1
66654,1
66655,1
66656,1
66657,0
66658,0
66659,1
66660,1
66661,1
66662,1
66663,1
66664,0
66665,1
66666,0
66667,1
66668,1
66669,1
66670,1
66671,1
66672,0
66673,1
66674,1
66675,0
66676,1
66677,1
66678,1
66679,1
66680,1
66681,0
66682,1
66683,1
66684,1
66685,1
66686,1
66687,0
66688,1
66689,1
66690,0
66691,1
66692,1
66693,1
66694,1
66695,1
66696,1
66697,0
66698,0
66699,0
66700,1
66701,1
66702,0
66703,1
66704,1
66705,0
66706,1
66707,1
66708,1
66709,1
66710,1
66711,0
66712,1
66713,0
66714,0
66715,1
66716,1
66717,1
66718,0
66719,0
66720,1
66721,0
66722,1
66723,1
66724,1
66725,0
66726,1
66727,1
66728,1
66729,1
66730,0
66731,1
66732,1
66733,1
66734,1
66735,1
66736,1
66737,1
66738,1
66739,1
66740,0
66741,1
66742,1
66743,1
66744,0
66745,1
66746,1
66747,0
66748,0
66749,0
66750,1
66751,1
66752,1
66753,1
66754,0
66755,1
66756,0
66757,1
66758,1
66759,1
66760,1
66761,1
66762,0
66763,0
66764,1
66765,1
66766,0
66767,0
66768,0
66769,1
66770,1
66771,0
66772,1
66773,1
66774,0
66775,1
66776,1
66777,0
66778,1
66779,1
66780,0
66781,0
66782,1
66783,1
66784,1
66785,1
66786,1
66787,1
66788,1
66789,1
66790,0
66791,1
66792,1
66793,0
66794,0
66795,1
66796,1
66797,1
66798,1
66799,1
66800,1
66801,1
66802,1
66803,1
66804,1
66805,1
66806,0
66807,1
66808,1
66809,0
66810,1
66811,1
66812,1
66813,1
66814,0
66815,1
66816,1
66817,1
66818,1
66819,1
66820,0
66821,1
66822,1
66823,1
66824,1
66825,0
66826,0
66827,1
66828,1
66829,1
66830,1
66831,1
66832,0
66833,1
66834,1
66835,1
66836,0
66837,0
66838,0
66839,1
66840,1
66841,0
66842,1
66843,1
66844,1
66845,1
66846,0
66847,1
66848,0
66849,1
66850,1
66851,0
66852,1
66853,1
66854,0
66855,1
66856,0
66857,0
66858,0
66859,1
66860,1
66861,1
66862,1
66863,0
66864,0
66865,1
66866,0
66867,1
66868,0
66869,0
66870,1
66871,1
66872,1
66873,1
66874,1
66875,0
66876,1
66877,0
66878,1
66879,0
66880,0
66881,1
66882,1
66883,1
66884,1
66885,0
66886,0
66887,1
66888,1
66889,1
66890,1
66891,1
66892,1
66893,1
66894,1
66895,1
66896,1
66897,0
66898,0
66899,1
66900,1
66901,0
66902,0
66903,0
66904,1
66905,1
66906,0
66907,1
66908,0
66909,1
66910,1
66911,1
66912,1
66913,1
66914,0
66915,0
66916,1
66917,0
66918,1
66919,0
66920,0
66921,1
66922,1
66923,1
66924,0
66925,1
66926,0
66927,0
66928,1
66929,1
66930,0
66931,1
66932,0
66933,1
66934,0
66935,0
66936,1
66937,1
66938,1
66939,1
66940,1
66941,0
66942,0
66943,1
66944,1
66945,0
66946,1
66947,1
66948,1
66949,0
66950,1
66951,0
66952,0
66953,1
66954,0
66955,1
66956,1
66957,1
66958,1
66959,1
66960,1
66961,0
66962,0
66963,1
66964,1
66965,1
66966,0
66967,1
66968,1
66969,1
66970,1
66971,1
66972,0
66973,1
66974,1
66975,1
66976,1
66977,1
66978,0
66979,1
66980,1
66981,0
66982,1
66983,1
66984,1
66985,1
66986,0
66987,1
66988,1
66989,0
66990,1
66991,1
66992,1
66993,1
66994,0
66995,0
66996,0
66997,1
66998,1
66999,1
67000,1
67001,1
67002,1
67003,1
67004,1
67005,1
67006,0
67007,1
67008,0
67009,0
67010,1
67011,1
67012,0
67013,1
67014,1
67015,0
67016,0
67017,0
67018,1
67019,1
67020,0
67021,1
67022,1
67023,1
67024,1
67025,1
67026,0
67027,1
67028,1
67029,0
67030,0
67031,1
67032,0
67033,1
67034,1
67035,0
67036,1
67037,0
67038,1
67039,0
67040,0
67041,1
67042,1
67043,1
67044,0
67045,1
67046,0
67047,1
67048,0
67049,0
67050,1
67051,0
67052,1
67053,0
67054,1
67055,0
67056,0
67057,1
67058,1
67059,1
67060,1
67061,0
67062,0
67063,1
67064,1
67065,0
67066,0
67067,1
67068,0
67069,0
67070,1
67071,1
67072,1
67073,1
67074,1
67075,1
67076,0
67077,0
67078,1
67079,1
67080,1
67081,1
67082,0
67083,1
67084,0
67085,1
67086,1
67087,1
67088,1
67089,0
67090,1
67091,1
67092,0
67093,0
67094,1
67095,1
67096,0
67097,0
67098,1
67099,0
67100,1
67101,1
67102,1
67103,1
67104,1
67105,1
67106,1
67107,0
67108,0
67109,1
67110,0
67111,0
67112,1
67113,1
67114,1
67115,1
67116,1
67117,0
67118,0
67119,1
67120,1
67121,0
67122,0
67123,1
67124,1
67125,1
67126,1
67127,1
67128,1
67129,1
67130,1
67131,0
67132,1
67133,0
67134,1
67135,1
67136,1
67137,0
67138,1
67139,1
67140,1
67141,1
67142,0
67143,0
67144,1
67145,0
67146,1
67147,1
67148,0
67149,1
67150,1
67151,1
67152,1
67153,0
67154,1
67155,1
67156,1
67157,0
67158,1
67159,1
67160,1
67161,1
67162,0
67163,1
67164,1
67165,1
67166,1
67167,0
67168,0
67169,0
67170,0
67171,1
67172,1
67173,0
67174,1
67175,1
67176,1
67177,0
67178,1
67179,0
67180,1
67181,1
67182,0
67183,1
67184,1
67185,1
67186,1
67187,1
67188,1
67189,1
67190,1
67191,1
67192,0
67193,1
67194,1
67195,1
67196,0
67197,1
67198,1
67199,1
67200,1
67201,1
67202,1
67203,1
67204,1
67205,1
67206,0
67207,1
67208,1
67209,0
67210,0
67211,1
67212,1
67213,0
67214,1
67215,1
67216,0
67217,0
67218,0
67219,1
67220,0
67221,0
67222,1
67223,0
67224,1
67225,1
67226,1
67227,1
67228,1
67229,1
67230,0
67231,0
67232,1
67233,1
67234,0
67235,0
67236,1
67237,1
67238,1
67239,1
67240,0
67241,1
67242,1
67243,1
67244,0
67245,0
67246,1
67247,0
67248,0
67249,0
67250,1
67251,0
67252,0
67253,0
67254,1
67255,1
67256,1
67257,1
67258,1
67259,1
67260,1
67261,1
67262,0
67263,0
67264,1
67265,0
67266,1
67267,1
67268,1
67269,0
67270,0
67271,0
67272,0
67273,1
67274,1
67275,0
67276,0
67277,1
67278,0
67279,0
67280,0
67281,0
67282,1
67283,0
67284,0
67285,0
67286,1
67287,1
67288,0
67289,0
67290,1
67291,1
67292,1
67293,1
67294,1
67295,0
67296,1
67297,0
67298,1
67299,1
67300,1
67301,1
67302,1
67303,1
67304,0
67305,1
67306,0
67307,1
67308,0
67309,0
67310,1
67311,1
67312,0
67313,1
67314,1
67315,1
67316,1
67317,0
67318,1
67319,0
67320,1
67321,0
67322,1
67323,1
67324,1
67325,1
67326,1
67327,0
67328,0
67329,1
67330,0
67331,1
67332,1
67333,0
67334,1
67335,1
67336,0
67337,0
67338,1
67339,1
67340,0
67341,1
67342,1
67343,1
67344,1
67345,1
67346,1
67347,0
67348,1
67349,1
67350,1
67351,1
67352,1
67353,1
67354,0
67355,1
67356,1
67357,1
67358,1
67359,1
